time,lon,lat,foot,label,age,year,Nest_Distance,Trip_ID,ID
2013-05-28T08:47:23Z,141.53148700000003,40.542123,bird_016,K13C03,22,2013,2246.6771543321115,1,2013_bird_016_1_trip
2013-05-28T08:47:24Z,141.531472,40.542128000000005,bird_016,K13C03,22,2013,2248.0250169243595,1,2013_bird_016_1_trip
2013-05-28T08:48:20Z,141.53200800000002,40.54211500000001,bird_016,K13C03,22,2013,2203.0677330724016,1,2013_bird_016_1_trip
2013-05-28T08:48:22Z,141.531672,40.542045,bird_016,K13C03,22,2013,2229.7463520120928,1,2013_bird_016_1_trip
2013-05-28T08:48:24Z,141.531645,40.542128000000005,bird_016,K13C03,22,2013,2233.5939212938597,1,2013_bird_016_1_trip
2013-05-28T08:48:25Z,141.531582,40.542075,bird_016,K13C03,22,2013,2237.8291462769957,1,2013_bird_016_1_trip
2013-05-28T08:49:20Z,141.531668,40.542245,bird_016,K13C03,22,2013,2233.987060667869,1,2013_bird_016_1_trip
2013-05-28T08:49:22Z,141.53144200000003,40.54213500000001,bird_016,K13C03,22,2013,2250.6629069784917,1,2013_bird_016_1_trip
2013-05-28T08:49:23Z,141.531362,40.542003,bird_016,K13C03,22,2013,2254.840913527731,1,2013_bird_016_1_trip
2013-05-28T08:49:24Z,141.531568,40.541935,bird_016,K13C03,22,2013,2236.3776337580116,1,2013_bird_016_1_trip
2013-05-28T08:50:20Z,141.531542,40.541915,bird_016,K13C03,22,2013,2238.1846733733883,1,2013_bird_016_1_trip
2013-05-28T08:50:21Z,141.531492,40.541979999999995,bird_016,K13C03,22,2013,2243.5561176679385,1,2013_bird_016_1_trip
2013-05-28T08:50:23Z,141.53147700000002,40.541926999999994,bird_016,K13C03,22,2013,2243.8351721401837,1,2013_bird_016_1_trip
2013-05-28T08:50:24Z,141.53154800000002,40.54195,bird_016,K13C03,22,2013,2238.3241582394785,1,2013_bird_016_1_trip
2013-05-28T08:51:20Z,141.531483,40.542,bird_016,K13C03,22,2013,2244.6793491763246,1,2013_bird_016_1_trip
2013-05-28T08:51:21Z,141.53150499999998,40.54201200000001,bird_016,K13C03,22,2013,2243.0661493579955,1,2013_bird_016_1_trip
2013-05-28T08:51:22Z,141.531522,40.542045,bird_016,K13C03,22,2013,2242.2672174167956,1,2013_bird_016_1_trip
2013-05-28T08:51:24Z,141.53153,40.542057,bird_016,K13C03,22,2013,2241.826576669332,1,2013_bird_016_1_trip
2013-05-28T08:51:25Z,141.531513,40.542068,bird_016,K13C03,22,2013,2243.454386173933,1,2013_bird_016_1_trip
2013-05-28T08:52:20Z,141.532067,40.541568,bird_016,K13C03,22,2013,2188.2070061376708,1,2013_bird_016_1_trip
2013-05-28T08:52:24Z,141.53153,40.541992,bird_016,K13C03,22,2013,2240.6051586395515,1,2013_bird_016_1_trip
2013-05-28T08:52:25Z,141.531527,40.541993,bird_016,K13C03,22,2013,2240.8743243477124,1,2013_bird_016_1_trip
2013-05-28T08:53:20Z,141.53132000000002,40.54277200000001,bird_016,K13C03,22,2013,2274.158315148544,1,2013_bird_016_1_trip
2013-05-28T08:53:23Z,141.531462,40.542147,bird_016,K13C03,22,2013,2249.226830519839,1,2013_bird_016_1_trip
2013-05-28T08:53:24Z,141.53144500000002,40.54211300000001,bird_016,K13C03,22,2013,2249.988892678115,1,2013_bird_016_1_trip
2013-05-28T08:54:20Z,141.531185,40.542842,bird_016,K13C03,22,2013,2286.9420601152287,1,2013_bird_016_1_trip
2013-05-28T08:54:24Z,141.53140700000003,40.542325000000005,bird_016,K13C03,22,2013,2257.343954714742,1,2013_bird_016_1_trip
2013-05-28T08:55:20Z,141.53154800000002,40.542125000000006,bird_016,K13C03,22,2013,2241.6269400008405,1,2013_bird_016_1_trip
2013-05-28T08:55:21Z,141.53147700000002,40.54218,bird_016,K13C03,22,2013,2248.6189617185964,1,2013_bird_016_1_trip
2013-05-28T08:55:22Z,141.531395,40.54211300000001,bird_016,K13C03,22,2013,2254.160935654195,1,2013_bird_016_1_trip
2013-05-28T08:55:23Z,141.53139700000003,40.542088,bird_016,K13C03,22,2013,2253.516495541056,1,2013_bird_016_1_trip
2013-05-28T08:55:24Z,141.53142200000002,40.54213200000001,bird_016,K13C03,22,2013,2252.2735013058546,1,2013_bird_016_1_trip
