time,lon,lat,foot,label,age,year,Nest_Distance,Trip_ID,ID
2017-05-17T22:51:35Z,141.56671,40.592180000000006,bird_051,K17B45,14,2017,5998.91106283439,7,2017_bird_051_7_trip
2017-05-17T22:52:05Z,141.56704000000002,40.59464,bird_051,K17B45,14,2017,6273.412763131196,7,2017_bird_051_7_trip
2017-05-17T22:53:06Z,141.56829000000002,40.5994,bird_051,K17B45,14,2017,6811.270412552549,7,2017_bird_051_7_trip
2017-05-17T22:54:05Z,141.57011,40.604110000000006,bird_051,K17B45,14,2017,7350.604216272085,7,2017_bird_051_7_trip
2017-05-17T22:55:05Z,141.57252,40.60947,bird_051,K17B45,14,2017,7969.8437181206355,7,2017_bird_051_7_trip
2017-05-17T22:56:06Z,141.57464,40.61498,bird_051,K17B45,14,2017,8602.790358547487,7,2017_bird_051_7_trip
2017-05-17T22:57:06Z,141.57779,40.61986,bird_051,K17B45,14,2017,9183.348253721237,7,2017_bird_051_7_trip
2017-05-17T22:58:06Z,141.58083000000002,40.624570000000006,bird_051,K17B45,14,2017,9746.371455088442,7,2017_bird_051_7_trip
2017-05-17T22:59:07Z,141.58304,40.62964,bird_051,K17B45,14,2017,10335.769624703653,7,2017_bird_051_7_trip
2017-05-17T23:00:05Z,141.58409,40.63421,bird_051,K17B45,14,2017,10850.638020222605,7,2017_bird_051_7_trip
2017-05-17T23:01:06Z,141.58477,40.63929,bird_051,K17B45,14,2017,11414.617239289855,7,2017_bird_051_7_trip
2017-05-17T23:02:06Z,141.58571,40.64453,bird_051,K17B45,14,2017,12000.649410944758,7,2017_bird_051_7_trip
2017-05-17T23:03:06Z,141.58730000000003,40.649530000000006,bird_051,K17B45,14,2017,12571.54875128108,7,2017_bird_051_7_trip
2017-05-17T23:04:06Z,141.58880000000002,40.65434,bird_051,K17B45,14,2017,13120.280758647436,7,2017_bird_051_7_trip
2017-05-17T23:05:06Z,141.59031000000002,40.65938,bird_051,K17B45,14,2017,13694.215848692304,7,2017_bird_051_7_trip
2017-05-17T23:06:06Z,141.59202000000002,40.66431000000001,bird_051,K17B45,14,2017,14259.648150148225,7,2017_bird_051_7_trip
2017-05-17T23:07:06Z,141.59299,40.66949,bird_051,K17B45,14,2017,14839.538417343258,7,2017_bird_051_7_trip
2017-05-17T23:08:06Z,141.59529,40.674710000000005,bird_051,K17B45,14,2017,15446.716394645502,7,2017_bird_051_7_trip
2017-05-17T23:09:06Z,141.59726,40.68008,bird_051,K17B45,14,2017,16064.64003674178,7,2017_bird_051_7_trip
2017-05-17T23:10:06Z,141.59840000000003,40.68587,bird_051,K17B45,14,2017,16713.591547044005,7,2017_bird_051_7_trip
2017-05-17T23:11:06Z,141.59932,40.69162,bird_051,K17B45,14,2017,17354.48662225398,7,2017_bird_051_7_trip
2017-05-17T23:12:05Z,141.59960999999998,40.69704,bird_051,K17B45,14,2017,17949.01606255381,7,2017_bird_051_7_trip
2017-05-17T23:13:06Z,141.60016,40.70293000000001,bird_051,K17B45,14,2017,18599.510500390385,7,2017_bird_051_7_trip
2017-05-17T23:14:06Z,141.60024,40.70844,bird_051,K17B45,14,2017,19201.41743137871,7,2017_bird_051_7_trip
2017-05-17T23:15:06Z,141.60056999999998,40.714310000000005,bird_051,K17B45,14,2017,19847.107135050497,7,2017_bird_051_7_trip
2017-05-17T23:16:06Z,141.60054,40.720000000000006,bird_051,K17B45,14,2017,20468.131788156108,7,2017_bird_051_7_trip
2017-05-17T23:17:06Z,141.60115,40.726090000000006,bird_051,K17B45,14,2017,21142.924830617376,7,2017_bird_051_7_trip
2017-05-17T23:18:06Z,141.60045,40.73172,bird_051,K17B45,14,2017,21748.86305836309,7,2017_bird_051_7_trip
2017-05-17T23:19:05Z,141.59863000000001,40.73675000000001,bird_051,K17B45,14,2017,22275.29153724019,7,2017_bird_051_7_trip
2017-05-17T23:20:06Z,141.59849000000003,40.742090000000005,bird_051,K17B45,14,2017,22859.42142557459,7,2017_bird_051_7_trip
2017-05-17T23:21:06Z,141.59823000000003,40.74778,bird_051,K17B45,14,2017,23480.96004531249,7,2017_bird_051_7_trip
2017-05-17T23:22:06Z,141.5961,40.75309,bird_051,K17B45,14,2017,24039.35082360369,7,2017_bird_051_7_trip
2017-05-17T23:23:06Z,141.59339,40.75775,bird_051,K17B45,14,2017,24522.80982654895,7,2017_bird_051_7_trip
2017-05-17T23:24:06Z,141.59058,40.76287000000001,bird_051,K17B45,14,2017,25059.554988017135,7,2017_bird_051_7_trip
2017-05-17T23:25:06Z,141.58899000000002,40.76823000000001,bird_051,K17B45,14,2017,25636.88244611654,7,2017_bird_051_7_trip
2017-05-17T23:26:05Z,141.58802000000003,40.77438,bird_051,K17B45,14,2017,26308.1008856541,7,2017_bird_051_7_trip
2017-05-17T23:27:06Z,141.58830000000003,40.78087,bird_051,K17B45,14,2017,27027.703311471523,7,2017_bird_051_7_trip
2017-05-17T23:28:06Z,141.58616,40.786730000000006,bird_051,K17B45,14,2017,27659.11952683786,7,2017_bird_051_7_trip
2017-05-17T23:29:06Z,141.58221000000003,40.79223000000001,bird_051,K17B45,14,2017,28241.031568567632,7,2017_bird_051_7_trip
2017-05-17T23:30:06Z,141.57777,40.796960000000006,bird_051,K17B45,14,2017,28740.174223452952,7,2017_bird_051_7_trip
2017-05-17T23:31:06Z,141.57312,40.801939999999995,bird_051,K17B45,14,2017,29271.988045175727,7,2017_bird_051_7_trip
2017-05-17T23:32:06Z,141.56839000000002,40.80604,bird_051,K17B45,14,2017,29711.87747527373,7,2017_bird_051_7_trip
2017-05-17T23:33:07Z,141.56561,40.80767999999999,bird_051,K17B45,14,2017,29887.66655665031,7,2017_bird_051_7_trip
2017-05-17T23:34:06Z,141.56524000000002,40.808130000000006,bird_051,K17B45,14,2017,29936.935230982515,7,2017_bird_051_7_trip
2017-05-17T23:35:06Z,141.56534000000002,40.80814,bird_051,K17B45,14,2017,29938.22901855636,7,2017_bird_051_7_trip
2017-05-17T23:36:06Z,141.56528,40.80812,bird_051,K17B45,14,2017,29935.898125377236,7,2017_bird_051_7_trip
2017-05-17T23:37:06Z,141.56527,40.80806,bird_051,K17B45,14,2017,29929.21836225994,7,2017_bird_051_7_trip
2017-05-17T23:38:06Z,141.56533000000002,40.80765999999999,bird_051,K17B45,14,2017,29884.919229096413,7,2017_bird_051_7_trip
2017-05-17T23:39:06Z,141.5652,40.807849999999995,bird_051,K17B45,14,2017,29905.77561712185,7,2017_bird_051_7_trip
2017-05-17T23:40:06Z,141.56509,40.80792,bird_051,K17B45,14,2017,29913.349075854992,7,2017_bird_051_7_trip
2017-05-17T23:41:06Z,141.56505,40.80799,bird_051,K17B45,14,2017,29921.049484859348,7,2017_bird_051_7_trip
2017-05-17T23:42:06Z,141.56473,40.80781999999999,bird_051,K17B45,14,2017,29901.617693296757,7,2017_bird_051_7_trip
2017-05-17T23:43:05Z,141.55988,40.80902,bird_051,K17B45,14,2017,30029.422900874604,7,2017_bird_051_7_trip
2017-05-17T23:44:06Z,141.55901,40.80864,bird_051,K17B45,14,2017,29986.84269024467,7,2017_bird_051_7_trip
2017-05-17T23:45:07Z,141.55989,40.80889,bird_051,K17B45,14,2017,30014.992105288897,7,2017_bird_051_7_trip
2017-05-17T23:46:08Z,141.55991,40.80875,bird_051,K17B45,14,2017,29999.45634573174,7,2017_bird_051_7_trip
2017-05-17T23:47:06Z,141.55981,40.8088,bird_051,K17B45,14,2017,30004.9549697653,7,2017_bird_051_7_trip
2017-05-17T23:48:07Z,141.56012,40.80855,bird_051,K17B45,14,2017,29977.367556365298,7,2017_bird_051_7_trip
2017-05-17T23:49:06Z,141.56026,40.80932,bird_051,K17B45,14,2017,30062.960182257197,7,2017_bird_051_7_trip
2017-05-17T23:50:08Z,141.56262,40.81549,bird_051,K17B45,14,2017,30750.22653285239,7,2017_bird_051_7_trip
2017-05-17T23:51:06Z,141.56094000000002,40.82087,bird_051,K17B45,14,2017,31346.021735537077,7,2017_bird_051_7_trip
2017-05-17T23:52:06Z,141.56038,40.82065,bird_051,K17B45,14,2017,31321.20100467977,7,2017_bird_051_7_trip
2017-05-17T23:53:05Z,141.55587,40.82429,bird_051,K17B45,14,2017,31724.883248733076,7,2017_bird_051_7_trip
2017-05-17T23:54:08Z,141.55314,40.82625,bird_051,K17B45,14,2017,31944.432205735506,7,2017_bird_051_7_trip
2017-05-17T23:55:05Z,141.55015,40.82875000000001,bird_051,K17B45,14,2017,32225.990126082652,7,2017_bird_051_7_trip
2017-05-17T23:56:07Z,141.54759,40.83047,bird_051,K17B45,14,2017,32421.888766714233,7,2017_bird_051_7_trip
2017-05-17T23:57:06Z,141.54494,40.82929,bird_051,K17B45,14,2017,32297.542821757637,7,2017_bird_051_7_trip
2017-05-17T23:58:08Z,141.54291,40.82745,bird_051,K17B45,14,2017,32099.505583150596,7,2017_bird_051_7_trip
2017-05-17T23:59:06Z,141.54198,40.82698,bird_051,K17B45,14,2017,32050.494596572575,7,2017_bird_051_7_trip
2017-05-18T00:00:34Z,141.54172,40.82492,bird_051,K17B45,14,2017,31822.846871015176,7,2017_bird_051_7_trip
2017-05-18T00:01:06Z,141.54187,40.82363,bird_051,K17B45,14,2017,31679.18546957165,7,2017_bird_051_7_trip
2017-05-18T00:02:06Z,141.54301999999998,40.82132,bird_051,K17B45,14,2017,31418.922785208342,7,2017_bird_051_7_trip
2017-05-18T00:03:05Z,141.54267,40.82066,bird_051,K17B45,14,2017,31346.86404186012,7,2017_bird_051_7_trip
2017-05-18T00:04:05Z,141.54282,40.82075,bird_051,K17B45,14,2017,31356.342446292743,7,2017_bird_051_7_trip
