time,lon,lat,foot,label,age,year,Nest_Distance,Trip_ID,ID
2021-05-11T02:31:02Z,141.54487999999998,40.538410000000006,bird_077,K21F29,14,2021,1078.111966148378,1,2021_bird_077_1_trip
2021-05-11T02:32:02Z,141.53641000000002,40.53677,bird_077,K21F29,14,2021,1807.026650574559,1,2021_bird_077_1_trip
2021-05-11T02:33:02Z,141.53084,40.53817000000001,bird_077,K21F29,14,2021,2267.871788774714,1,2021_bird_077_1_trip
2021-05-11T02:34:01Z,141.52559,40.54036,bird_077,K21F29,14,2021,2719.0706594381636,1,2021_bird_077_1_trip
2021-05-11T02:35:02Z,141.51773,40.54073,bird_077,K21F29,14,2021,3386.184476644502,1,2021_bird_077_1_trip
2021-05-11T02:36:01Z,141.51225,40.542230000000004,bird_077,K21F29,14,2021,3863.187780164512,1,2021_bird_077_1_trip
2021-05-11T02:37:01Z,141.50696,40.5429,bird_077,K21F29,14,2021,4316.717106040189,1,2021_bird_077_1_trip
2021-05-11T02:38:02Z,141.50693,40.54288,bird_077,K21F29,14,2021,4318.999088428813,1,2021_bird_077_1_trip
2021-05-11T02:39:02Z,141.50696,40.54284,bird_077,K21F29,14,2021,4315.988156126806,1,2021_bird_077_1_trip
2021-05-11T02:40:02Z,141.50694,40.54288,bird_077,K21F29,14,2021,4318.157054852991,1,2021_bird_077_1_trip
2021-05-11T02:41:03Z,141.507,40.54283,bird_077,K21F29,14,2021,4312.499079082266,1,2021_bird_077_1_trip
2021-05-11T02:42:01Z,141.50941,40.54352,bird_077,K21F29,14,2021,4119.030947916516,1,2021_bird_077_1_trip
2021-05-11T02:43:01Z,141.5088,40.54429,bird_077,K21F29,14,2021,4182.281473736758,1,2021_bird_077_1_trip
2021-05-11T02:44:02Z,141.51029,40.54432,bird_077,K21F29,14,2021,4058.064291689323,1,2021_bird_077_1_trip
2021-05-11T02:45:01Z,141.5107,40.54458,bird_077,K21F29,14,2021,4028.407726569809,1,2021_bird_077_1_trip
2021-05-11T02:46:02Z,141.51071,40.54447999999999,bird_077,K21F29,14,2021,4025.760986839848,1,2021_bird_077_1_trip
2021-05-11T02:47:02Z,141.51064,40.54452,bird_077,K21F29,14,2021,4032.33266510015,1,2021_bird_077_1_trip
2021-05-11T02:48:03Z,141.51073,40.54451,bird_077,K21F29,14,2021,4024.6295144223222,1,2021_bird_077_1_trip
2021-05-11T02:49:02Z,141.51068999999998,40.5445,bird_077,K21F29,14,2021,4027.792614610787,1,2021_bird_077_1_trip
2021-05-11T02:50:01Z,141.51061,40.5445,bird_077,K21F29,14,2021,4034.479931222165,1,2021_bird_077_1_trip
2021-05-11T02:51:01Z,141.51058999999998,40.54434,bird_077,K21F29,14,2021,4033.313568821901,1,2021_bird_077_1_trip
2021-05-11T02:52:01Z,141.51059999999998,40.54443,bird_077,K21F29,14,2021,4034.064496441395,1,2021_bird_077_1_trip
2021-05-11T02:53:02Z,141.51236,40.54497,bird_077,K21F29,14,2021,3897.3772529511575,1,2021_bird_077_1_trip
2021-05-11T02:54:03Z,141.51212,40.5454,bird_077,K21F29,14,2021,3926.2561146187727,1,2021_bird_077_1_trip
2021-05-11T02:55:02Z,141.51216,40.54547,bird_077,K21F29,14,2021,3924.431018790648,1,2021_bird_077_1_trip
2021-05-11T02:56:02Z,141.51227,40.54553000000001,bird_077,K21F29,14,2021,3916.5910505151737,1,2021_bird_077_1_trip
2021-05-11T02:57:02Z,141.51199,40.546510000000005,bird_077,K21F29,14,2021,3962.499459190539,1,2021_bird_077_1_trip
2021-05-11T02:58:01Z,141.5119,40.54645,bird_077,K21F29,14,2021,3968.468721297385,1,2021_bird_077_1_trip
2021-05-11T02:59:01Z,141.51178,40.546479999999995,bird_077,K21F29,14,2021,3979.1170113033177,1,2021_bird_077_1_trip
2021-05-11T03:00:03Z,141.51304999999996,40.54787,bird_077,K21F29,14,2021,3911.919756673133,1,2021_bird_077_1_trip
2021-05-11T03:01:07Z,141.51371999999998,40.55132,bird_077,K21F29,14,2021,3976.451240350204,1,2021_bird_077_1_trip
2021-05-11T03:02:06Z,141.51379999999995,40.55139,bird_077,K21F29,14,2021,3972.885628690301,1,2021_bird_077_1_trip
2021-05-11T03:03:06Z,141.51374999999996,40.551359999999995,bird_077,K21F29,14,2021,3975.654680599648,1,2021_bird_077_1_trip
2021-05-11T03:04:06Z,141.51375999999996,40.551379999999995,bird_077,K21F29,14,2021,3975.6544887374143,1,2021_bird_077_1_trip
2021-05-11T03:05:01Z,141.51384999999996,40.551379999999995,bird_077,K21F29,14,2021,3968.5331941725303,1,2021_bird_077_1_trip
2021-05-11T03:06:06Z,141.51377999999997,40.551379999999995,bird_077,K21F29,14,2021,3974.0718176421447,1,2021_bird_077_1_trip
2021-05-11T03:07:06Z,141.51378999999997,40.55139,bird_077,K21F29,14,2021,3973.6768276669177,1,2021_bird_077_1_trip
2021-05-11T03:08:06Z,141.51378999999997,40.55137,bird_077,K21F29,14,2021,3972.884476367766,1,2021_bird_077_1_trip
2021-05-11T03:09:02Z,141.51376999999997,40.55132,bird_077,K21F29,14,2021,3972.491912360897,1,2021_bird_077_1_trip
2021-05-11T03:10:06Z,141.51375999999996,40.55139,bird_077,K21F29,14,2021,3976.050562833699,1,2021_bird_077_1_trip
2021-05-11T03:11:02Z,141.51375999999996,40.55143,bird_077,K21F29,14,2021,3977.637564925099,1,2021_bird_077_1_trip
2021-05-11T03:12:03Z,141.51370999999995,40.55133,bird_077,K21F29,14,2021,3977.637229502646,1,2021_bird_077_1_trip
2021-05-11T03:13:06Z,141.51378999999997,40.551399999999994,bird_077,K21F29,14,2021,3974.073409506422,1,2021_bird_077_1_trip
2021-05-11T03:14:02Z,141.51380999999998,40.55141,bird_077,K21F29,14,2021,3972.8882036242144,1,2021_bird_077_1_trip
2021-05-11T03:15:06Z,141.51379999999995,40.55145,bird_077,K21F29,14,2021,3975.269653487164,1,2021_bird_077_1_trip
2021-05-11T03:16:02Z,141.51377999999997,40.55152,bird_077,K21F29,14,2021,3979.643673110223,1,2021_bird_077_1_trip
2021-05-11T03:17:06Z,141.51379999999995,40.55151,bird_077,K21F29,14,2021,3977.66340970987,1,2021_bird_077_1_trip
