time,lon,lat,x,y,ID,label,foot,age,year,Nest_Distance,flight_state,step_length,step_angle,step_speed,coast_distance,State,sealand,original_state
2015-05-30T20:41:38Z,141.568327,40.545403,548124.181340409,4488449.63163503,2015_bird_022_2_trip,K15B24,bird_022,22,2015,1181.09011525481,1,3573.08338460856,0.769606179492735,11.9102779486952,2615.9476230097102,Fast_Outbound,Sea,Fast_Outbound
2015-05-30T20:46:38Z,141.59883,40.567648,550690.315395828,4490935.97048623,2015_bird_022_2_trip,K15B24,bird_022,22,2015,4753.32236460636,1,3863.18463351678,0.806553485053515,12.8772821117226,6133.941970712351,Fast_Outbound,Sea,Fast_Outbound
2015-05-30T20:51:38Z,141.630645,40.592603,553363.602846333,4493724.82862525,2015_bird_022_2_trip,K15B24,bird_022,22,2015,8614.77953168074,1,3921.85970917799,0.93749335073006,13.07286569726,9961.148687841978,Fast_Outbound,Sea,Fast_Outbound
2015-05-30T20:56:38Z,141.658352,40.620928,555684.600346557,4496886.1502132,2015_bird_022_2_trip,K15B24,bird_022,22,2015,12503.1992881538,1,3794.21366849824,0.901682447151943,12.6473788949941,13876.772071865747,Fast_Outbound,Sea,Fast_Outbound
2015-05-30T21:01:38Z,141.68645,40.647575,558038.11763151,4499862.22375928,2015_bird_022_2_trip,K15B24,bird_022,22,2015,16290.6381664912,1,3734.14511447023,0.947595770545224,12.4471503815674,17554.501328059276,Fast_Outbound,Sea,Fast_Outbound
2015-05-30T21:06:38Z,141.712515568313,40.6747330011283,560217.50304776,4502894.40431844,2015_bird_022_2_trip,K15B24,bird_022,22,2015,20009.9147710181,1,3599.1768591461,1.03272139605233,11.9972561971537,21127.629270135432,Fast_Outbound,Sea,Fast_Outbound
2015-05-30T21:11:38Z,141.734644609234,40.7024363556964,562062.023210346,4505985.00610987,2015_bird_022_2_trip,K15B24,bird_022,22,2015,23566.770650316,1,3289.79203044848,0.977823939161789,10.9659734348283,24469.688154973093,Fast_Outbound,Sea,Fast_Outbound
2015-05-30T21:16:38Z,141.756682997244,40.7268709017842,563900.452556431,4508713.17566895,2015_bird_022_2_trip,K15B24,bird_022,22,2015,26846.4054302439,1,3391.35698830599,0.894747948023765,11.3045232943533,26980.26345108064,Fast_Outbound,Sea,Fast_Outbound
2015-05-30T21:21:38Z,141.782088,40.750533,566022.477019666,4511358.60841229,2015_bird_022_2_trip,K15B24,bird_022,22,2015,30238.8995724203,1,4001.66865622094,0.859312138871908,13.3388955207365,29628.05998411904,Fast_Outbound,Sea,Fast_Outbound
2015-05-30T21:26:38Z,141.81337,40.77762,568635.40099995,4514389.44663091,2015_bird_022_2_trip,K15B24,bird_022,22,2015,34239.0871738083,1,4037.94928064671,1.00230823141635,13.459830935489,32751.60752809492,Fast_Outbound,Sea,Fast_Outbound
2015-05-30T21:31:38Z,141.839515,40.808087,570809.265553908,4517792.29063176,2015_bird_022_2_trip,K15B24,bird_022,22,2015,38257.5588352428,1,4195.39369673448,0.999736040064807,13.9846456557816,35297.326701432416,Fast_Outbound,Sea,Fast_Outbound
2015-05-30T21:36:38Z,141.866812,40.839682,573076.978221603,4521321.99423509,2015_bird_022_2_trip,K15B24,bird_022,22,2015,42437.8171616965,1,4453.72663899556,0.793041774195684,14.8457554633186,37950.3556804358,Fast_Outbound,Sea,Fast_Outbound
2015-05-30T21:41:38Z,141.904265,40.86798,576202.075046907,4524495.2340318,2015_bird_022_2_trip,K15B24,bird_022,22,2015,46862.8596356355,1,4631.55863207688,0.970981146086686,15.4385287735896,41398.75872305542,Fast_Outbound,Sea,Fast_Outbound
2015-05-30T21:46:38Z,141.935771121629,40.9021678709165,578816.543235505,4528318.30759284,2015_bird_022_2_trip,K15B24,bird_022,22,2015,51486.4212613891,1,4552.95879421442,0.713203774159711,15.1765293140481,44179.66653560499,Fast_Outbound,Sea,Fast_Outbound
2015-05-30T21:51:38Z,141.977041656749,40.9286593385256,582259.807832055,4531297.12660379,2015_bird_022_2_trip,K15B24,bird_022,22,2015,55960.128672393,1,2508.55799434157,1.06945034949388,8.36185998113858,47749.5261137558,Fast_Outbound,Sea,Fast_Outbound
2015-05-30T21:56:38Z,141.991655800981,40.9483511027063,583465.436633585,4533496.97259928,2015_bird_022_2_trip,K15B24,bird_022,22,2015,58432.5812786004,1,2977.43724812229,0.424419760796117,9.92479082707431,49051.40488106638,Fast_Outbound,Sea,Fast_Outbound
2015-05-30T22:01:38Z,142.024058097063,40.9591125541447,586178.709170924,4534723.05771241,2015_bird_022_2_trip,K15B24,bird_022,22,2015,61093.7356677814,1,3702.7723371439,1.05428733804781,12.3425744571463,51813.97773154429,Fast_Outbound,Sea,Fast_Outbound
2015-05-30T22:06:38Z,142.046242,40.987917,588007.314216719,4537942.79785211,2015_bird_022_2_trip,K15B24,bird_022,22,2015,64744.1600307121,1,3589.74415295,0.950682596890405,11.9658138431667,53783.17666224969,Fast_Outbound,Sea,Fast_Outbound
