time,lon,lat,x,y,ID,label,foot,age,year,Nest_Distance,flight_state,step_length,step_angle,step_speed,coast_distance,State,sealand,original_state
2018-05-21T05:10:19Z,141.51402,40.54727,543524.402664006,4488628.63572659,2018_bird_074_9_trip,K18E30,bird_074,12,2018,3815.37383566864,0,154.247603204697,-1.97745851326484,0.51415867734899,804.7061725026124,Fast_Outbound,Land,Fast_Outbound
2018-05-21T05:15:19Z,141.513289736656,40.545996973718,543463.390651587,4488486.96760231,2018_bird_074_9_trip,K18E30,bird_074,12,2018,3842.650196436,0,5.62869008082829,2.68198645181295,0.0187623002694276,939.4715717368376,Slow,Land,Slow
2018-05-21T05:20:19Z,141.513230335571,40.5460197315437,543458.346066132,4488489.46446226,2018_bird_074_9_trip,K18E30,bird_074,12,2018,3848.10559312095,0,35.8371999146739,2.73500907201175,0.119457333048913,941.8601805806752,Slow,Land,Slow
2018-05-21T05:25:19Z,141.512842600005,40.5461491333377,543425.430412083,4488503.63713372,2018_bird_074_9_trip,K18E30,bird_074,12,2018,3883.26881128127,0,28.8715157866191,-0.801298574553627,0.0962383859553971,959.3713799818466,Slow,Land,Slow
2018-05-21T05:30:19Z,141.513078400004,40.5459612666683,543445.518478906,4488482.89987269,2018_bird_074_9_trip,K18E30,bird_074,12,2018,3859.30216478977,0,9.16227496480319,1.83644062938795,0.030540916549344,956.0001934421456,Slow,Land,Slow
2018-05-21T05:35:19Z,141.513050602004,40.5460410367898,543443.113097465,4488491.74076759,2018_bird_074_9_trip,K18E30,bird_074,12,2018,3863.48478450564,0,40.5075739764039,1.19426637379,0.135025246588013,952.4524180034324,Slow,Land,Slow
2018-05-21T05:40:19Z,141.513229085018,40.5463796078548,543458.007559561,4488529.41063019,2018_bird_074_9_trip,K18E30,bird_074,12,2018,3856.94590010033,0,493.12246628221,1.60018924628716,1.64374155427403,917.8409826483636,Slow,Land,Slow
2018-05-21T05:45:19Z,141.513091830166,40.550820784337,543443.515337564,4489022.32009678,2018_bird_074_9_trip,K18E30,bird_074,12,2018,4007.15272423958,0,666.503033494596,1.08794180863562,2.22167677831532,630.6413088505124,Slow,Land,Slow
2018-05-21T05:50:19Z,141.516787507438,40.5561222897762,543752.978850416,4489612.62394047,2018_bird_074_9_trip,K18E30,bird_074,12,2018,3966.99161595151,0,20.6659178846726,-1.1762927251111,0.0688863929489086,35.71807492703877,Slow,Land,Slow
2018-05-21T05:55:19Z,141.51688,40.55595,543760.921795283,4489593.54542404,2018_bird_074_9_trip,K18E30,bird_074,12,2018,3950.80717179654,0,6.72837752594224,0.00586608115645495,0.0224279250864741,32.93715954637377,Slow,Land,Slow
2018-05-21T06:00:19Z,141.516959470199,40.5559500000002,543767.650057045,4489593.58489303,2018_bird_074_9_trip,K18E30,bird_074,12,2018,3944.93079572534,0,6.34960603807428,0.361804970517835,0.0211653534602476,26.594319910696164,Slow,Land,Slow
2018-05-21T06:05:19Z,141.517029765886,40.5559699331104,543773.588586126,4489595.83241815,2018_bird_074_9_trip,K18E30,bird_074,12,2018,3940.81719606738,1,1118.13930008464,0.724969977094831,3.72713100028214,20.249914646828277,Slow,Land,Slow
2018-05-21T06:10:19Z,141.526967329996,40.562604683441,544610.537466858,4490337.28509057,2018_bird_074_9_trip,K18E30,bird_074,12,2018,3719.63297946289,1,3978.1114894374,1.3025921394367,13.260371631458,1096.1786842449571,Fast_Outbound,Sea,Fast_Outbound
2018-05-21T06:15:19Z,141.539697324815,40.5971027919102,545664.738028216,4494173.17249752,2018_bird_074_9_trip,K18E30,bird_074,12,2018,6670.41387143132,1,3268.96795356884,1.46889442503121,10.8965598452295,4261.750519133627,Fast_Outbound,Sea,Fast_Outbound
2018-05-21T06:20:19Z,141.54386479356,40.6263799031132,545997.275869489,4497425.18265519,2018_bird_074_9_trip,K18E30,bird_074,12,2018,9816.06079048777,1,3429.55545796224,1.06831001842962,11.4318515265408,6498.501517500411,Fast_Outbound,Sea,Fast_Outbound
2018-05-21T06:25:19Z,141.563620980004,40.6533620207659,547648.970339539,4500430.80339255,2018_bird_074_9_trip,K18E30,bird_074,12,2018,12753.364309569,1,3893.87030947586,1.24565700392426,12.9795676982529,9323.5394662691,Fast_Outbound,Sea,Fast_Outbound
2018-05-21T06:30:19Z,141.57862066812,40.686528584817,548892.831433711,4504120.6591574,2018_bird_074_9_trip,K18E30,bird_074,12,2018,16522.2663836944,1,3663.83641951595,1.17294458259536,12.2127880650532,11344.839745753256,Fast_Outbound,Sea,Fast_Outbound
2018-05-21T06:35:19Z,141.59569,40.71687,550312.343711858,4507498.33323895,2018_bird_074_9_trip,K18E30,bird_074,12,2018,20056.1731126722,1,4048.3560080410102,1.29123878562024,13.4945200268034,13468.374877649654,Fast_Outbound,Sea,Fast_Outbound
2018-05-21T06:40:19Z,141.609234826497,40.7518533918748,551429.408180478,4511389.5224326,2018_bird_074_9_trip,K18E30,bird_074,12,2018,24079.8180775426,1,4113.04608081762,1.27238330399379,13.7101536027254,15333.45094470514,Fast_Outbound,Sea,Fast_Outbound
2018-05-21T06:45:19Z,141.62389,40.78719,552638.659102554,4515320.78943834,2018_bird_074_9_trip,K18E30,bird_074,12,2018,28167.9458228849,1,1757.03603320462,1.16385324159244,5.85678677734874,16982.318840702068,Fast_Outbound,Sea,Fast_Outbound
2018-05-21T06:50:19Z,141.63227,40.80168,553334.100833962,4516934.33721272,2018_bird_074_9_trip,K18E30,bird_074,12,2018,29888.0915314646,1,1932.06902608684,-2.8178228783634802,6.44023008695614,17856.596435997966,Fast_Middle,Sea,Fast_Middle
2018-05-21T06:55:19Z,141.610506044858,40.7962599338093,551502.416645204,4516319.66351536,2018_bird_074_9_trip,K18E30,bird_074,12,2018,28959.3737193003,1,2512.67533687326,-2.59885303439209,8.37558445624421,15968.61930853592,Fast_Middle,Sea,Fast_Middle
2018-05-21T07:00:19Z,141.584899875285,40.7847017399525,549350.820474377,4515021.90727237,2018_bird_074_9_trip,K18E30,bird_074,12,2018,27425.5777312825,1,3015.19959455027,-2.86417916670888,10.0506653151676,13685.212676856208,Fast_Middle,Sea,Fast_Middle
2018-05-21T07:05:19Z,141.550470527206,40.7774321555392,546450.900944803,4514196.1377422,2018_bird_074_9_trip,K18E30,bird_074,12,2018,26527.8370082312,1,2437.55310814351,-2.67098969757911,8.12517702714502,10712.989820626684,Fast_Middle,Sea,Fast_Middle
2018-05-21T07:10:19Z,141.524646916887,40.767595810671,544278.321911663,4513090.89319922,2018_bird_074_9_trip,K18E30,bird_074,12,2018,25580.9576659854,1,2016.64790239843,-1.90454935972082,6.72215967466144,8430.653109786284,Fast_Homing,Sea,Fast_Homing
2018-05-21T07:15:19Z,141.51668652773,40.7504670967575,543617.685672215,4511185.52485652,2018_bird_074_9_trip,K18E30,bird_074,12,2018,23779.7304148389,0,159.653161109237,-2.18427949977335,0.532177203697458,7557.461490453467,Slow,Sea,Slow
2018-05-21T07:20:19Z,141.51558867543,40.749296026546,543525.770321138,4511054.984824,2018_bird_074_9_trip,K18E30,bird_074,12,2018,23664.8482790819,0,111.357194701021,-2.65440042203667,0.371190649003403,7451.343219286646,Slow,Sea,Slow
2018-05-21T07:25:19Z,141.514419484236,40.7488316130434,543427.369448354,4511002.85332636,2018_bird_074_9_trip,K18E30,bird_074,12,2018,23628.9498144898,1,2504.08275381877,-1.98780483590285,8.34694251272922,7347.7756746895075,Fast_Homing,Sea,Fast_Homing
2018-05-21T07:30:19Z,141.502250809595,40.7282600756721,542413.147983874,4508713.35878411,2018_bird_074_9_trip,K18E30,bird_074,12,2018,21574.7864805933,1,3116.62225766792,-1.95316986552926,10.3887408588931,6033.692375637766,NA,Sea,Fast_Homing
2018-05-21T07:35:19Z,141.48829021072,40.702271102512,541250.262530113,4505821.81391702,2018_bird_074_9_trip,K18E30,bird_074,12,2018,19097.3219525314,1,3323.69418161184,-2.12734136287033,11.0789806053728,4267.276888500653,NA,Sea,Fast_Homing
2018-05-21T07:40:19Z,141.46732984126,40.6769344621637,539494.501809297,4502999.71411295,2018_bird_074_9_trip,K18E30,bird_074,12,2018,17155.9073185411,1,3199.95807165315,-1.82739172254733,10.6665269055105,1937.7368547499077,NA,Sea,Fast_Homing
